class,id,high,weight,shangbiweisongjincha,xiongwei,huxicha,jiaowei,tunwei,jiankuan,gupenkuan,tizhong,tizhilv,jibenxinlv,xingongzhishu,maiyacha,feihuoliang,zuidasheyangliang,pingjunwoli,beijili,1minyangwoqizuo,lidingtiaoyuan,fuwocheng,xanzefanyingshi,50m,shizibianxiangpao,wangfanpao,fanfuhengkua,congcha,hengcha,zuoweitiqianqu,zhuanjian,litizhuanti,bimudanzu,1minpaowangqiu
2,51,0.009603073,0.009779951,0.035714286,0.011510791,0.176470588,0.004643963,0.003623188,0.011869436,0.014336918,0.008547009,0,-0.029411765,-0.072164948,0,0.129697525,0.039142591,0.084113986,0.053781513,0.037037037,0.079268293,0.428571429,-0.037735849,-0.055555556,-0.062893082,-0.04379562,0.117647059,-0.027906977,-0.02690583,0.5,0.020143885,-0.01384083,0.205882353,0.04964539
2,52,0.01002004,0.009937888,0.086956522,0.01055409,0.125,0.004464286,0.0036452,0.012195122,0.015503876,0.008474576,0,-0.01369863,-0.061946903,0.057142857,0.167753408,0.036300778,0.081987193,0.059590317,0.034482759,0.077844311,0.071428571,-0.037037037,-0.054945055,-0.054216867,-0.050359712,0.111111111,-0.030769231,-0.055084746,0.093023256,0.023648649,-0.014652015,0.24137931,0.055555556
2,53,0.010460251,0.01055409,0.263157895,0.00996264,0.086206897,0.004261364,0.007001167,0.012820513,0.016806723,0.009411765,0,-0.015625,-0.068627451,0.026315789,0.222157773,0.039142591,0.108544482,0.063492063,0.035714286,0.074285714,0.375,-0.034482759,-0.043478261,-0.05625,-0.02919708,0.138888889,-0.035502959,-0.02764977,0.090909091,0.023972603,-0.014184397,0.184210526,0.052238806
2,54,0.009816754,0.00969697,0.25,0.017060367,0.114754098,0.004594181,0.00244798,0.011869436,0.015686275,0.00862069,0,-0.014492754,-0.066037736,0,0.14446146,0.040737148,0.066302141,0.056737589,0.041666667,0.080745342,0.6,-0.036363636,-0.053191489,-0.048387097,-0.04964539,0.129032258,-0.040540541,-0.031746032,0.048192771,0.022116904,-0.013333333,0.170731707,0.050724638
2,55,0.011221122,0.012285012,0.068965517,0.010204082,0.132075472,0.00462963,0.003726708,0.011976048,0.016064257,0.008547009,0,-0.015151515,-0.066666667,0,0.126621924,0.032208589,0.09506689,0.055555556,0.043478261,0.1,0.1,-0.037735849,-0.042105263,-0.053571429,-0.048611111,0.105263158,-0.060240964,-0.027906977,0.066666667,0.021806854,-0.015037594,0.423076923,0.051094891
2,56,0.009535919,0.005800464,0.055555556,0.003562945,0.095890411,0.004076087,0.003348214,0.011461318,0.014134276,-0.005703422,0,-0.014925373,-0.07,0,0.109902913,0.037316748,0.065840154,0.054700855,0.037037037,0.082802548,0.428571429,-0.037735849,-0.054945055,-0.059210526,-0.050359712,0.117647059,-0.041958042,-0.030456853,0.042105263,0.024221453,-0.007782101,0.304347826,0.046979866
2,57,0.009664948,0.009400705,0.071428571,0.009791922,0.102941176,0.006973501,0.003436426,0.016853933,0.01459854,0.007722008,0,-0.041666667,-0.066666667,0,0.166961652,0.036971831,0.067544354,0.049459042,0.04,0.076023392,0.076923077,-0.035714286,-0.051546392,-0.051428571,-0.046052632,0.102564103,-0.03030303,-0.023715415,0.076923077,0.020618557,-0.014388489,0.189189189,0.061403509
2,58,0.009752926,0.007211538,0.041666667,0.010025063,0.116666667,0.004322767,0.003508772,0.011627907,0.015503876,0.00617284,0,-0.014084507,-0.0625,0,0.111417323,0.035029191,0.074252373,0.051364366,0.034482759,0.078313253,0.375,-0.037735849,-0.052631579,-0.052325581,-0.047945205,0.102564103,-0.013888889,-0.022900763,0.571428571,0.011019284,-0.014084507,0.416666667,0.050724638
2,59,0.009079903,0.008938547,0.090909091,0.009259259,0.04,0.003880983,0.006543075,0.010899183,0.01459854,0.007181329,0,-0.01369863,-0.065420561,0,0.123851204,0.03442623,0.069267657,0.047619048,0,0.073863636,0.6,-0.036363636,-0.056818182,-0.060402685,-0.047244094,0.125,-0.065217391,-0.04379562,0.03125,0.027079304,-0.015151515,0.259259259,0.055555556
2,60,0.009784736,0.009650181,0.208333333,0.010282776,0.107692308,0.004608295,0.003588517,0.011730205,0.015936255,0.008438819,0,-0.013157895,-0.054263566,0,0.133806147,0.039529412,0.082612266,0.05643739,0.03125,0.076470588,0.090909091,-0.035087719,-0.042105263,-0.071005917,-0.04964539,0.105263158,-0.035714286,-0.026315789,0.061538462,0.021148036,-0.014814815,0.205882353,0.048951049
2,61,0.009219422,0.009029345,0.095238095,0.013888889,0.054794521,0.004273504,0.007083825,0.011142061,0.013605442,0.007380074,0,-0.013888889,-0.058823529,0,0.146480331,0.03565365,0.078440681,0.052980132,0.03030303,0.076923077,1,-0.036363636,-0.051546392,-0.048648649,-0.046979866,0.102564103,-0.029411765,-0.04296875,0.081632653,0.018741633,-0.01459854,0.233333333,0.04964539
2,62,0.006514658,0.00482509,0.076923077,0.010695187,0.116666667,0.004524887,0.003521127,0.01183432,0.015564202,0.004201681,0,-0.015151515,-0.067307692,-0.055555556,0.14044665,0.037668161,0.085731782,0.056637168,0.032258065,0.080246914,0.2,-0.037037037,-0.056179775,-0.058441558,-0.051470588,0.172413793,-0.040816327,-0.029411765,0.04040404,0.022653722,-0.008333333,0.205882353,0.051094891
2,63,0.009469697,0.009039548,0.090909091,0.009791922,0.125,0.004424779,0.003575685,0.011331445,0.014035088,0.007874016,0,-0.014285714,-0.063063063,0,0.132552693,0.036971831,0.096055328,0.053962901,0.034482759,0.077844311,0.5,-0.035714286,-0.058139535,-0.06122449,-0.056451613,0.114285714,-0.03030303,-0.02238806,0.072727273,0.02143951,-0.016194332,0.225806452,0.056451613
2,64,0.010721944,0.010680908,0.095238095,0.016853933,0.217391304,0.00466563,0.003870968,0.013157895,0.032407407,0.028089888,0,-0.014705882,-0.067307692,0,0.177429467,0.032735776,0.089843167,0.070021882,0.035714286,0.077844311,0.083333333,-0.037735849,-0.053191489,-0.068181818,-0.05,0.129032258,-0.034482759,-0.02739726,0.070175439,0.0330033,-0.012861736,0.318181818,0.053846154
2,65,0.010373444,0.010443864,0.066666667,0.011544012,0.160714286,0.005338078,0.004132231,0.012738854,0.016806723,0.00990099,0,-0.013888889,-0.060869565,0,0.173088685,0.033843674,0.089861751,0.070281124,0.038461538,0.075581395,0.090909091,-0.036363636,-0.056179775,-0.056962025,-0.052631579,0.117647059,-0.037974684,-0.028846154,0.051282051,0.021909233,-0.015037594,0.225806452,0.053435115
2,66,0.009416196,0.009153318,0.086956522,0.01061008,0.114754098,0.004966887,0.003783102,0.011173184,0.031468531,-0.003731343,0,-0.029850746,-0.072916667,0,0.123311547,0.036971831,0.074265006,0.055749129,0.029411765,0.076470588,0,-0.037735849,-0.052631579,-0.055900621,-0.048951049,0.1,-0.053097345,-0.038709677,0.038834951,0.024475524,-0.015151515,0.233333333,0.047297297
2,67,0.010330579,0.010430248,0.181818182,0.010335917,0.140350877,0.004651163,0.003821656,0.012345679,0.017241379,0.008948546,0,-0.014705882,-0.070707071,-0.075,0.177429467,0.040326452,0.112182875,0.052816901,0.037037037,0.079268293,0.75,-0.038461538,-0.051020408,-0.053571429,-0.047297297,0.102564103,-0.056074766,-0.034285714,0.03030303,0.025,-0.01320132,0.291666667,0.044585987
2,68,0.009810334,0.00996264,0.266666667,0.01061008,0.112903226,0.004975124,0.00390117,0.011869436,0.015873016,0.008350731,0,-0.016129032,-0.076923077,-0.106382979,0.2,0.03442623,0.083527132,0.05017301,0.035714286,0.076923077,0.571428571,-0.035714286,-0.053763441,-0.057324841,-0.05,0.111111111,-0.035714286,-0.028846154,0.064516129,0.020172911,-0.014285714,0.233333333,0.047619048
2,69,0.009791123,0.00969697,0.08,0.011142061,0.116666667,0.005190311,0.003685504,0.011940299,0.016326531,0.008298755,0,-0.017241379,-0.094594595,0,0.137112403,0.033280507,0.08221921,0.054982818,0.033333333,0.075144509,0.2,-0.039215686,-0.054347826,-0.066666667,-0.052238806,0.114285714,-0.043010753,-0.024590164,0.076923077,0.019471488,-0.007518797,0.189189189,0.052238806
2,70,0.010238908,0.010309278,0.208333333,0.011363636,0.137254902,0.005376344,0.003984064,0.012539185,0.03539823,0.009345794,0,-0.014705882,-0.066037736,0,0.183171521,0.033843674,0.096776991,0.058608059,0.034482759,0.078787879,0.181818182,-0.038461538,-0.052631579,-0.052325581,-0.048275862,0.108108108,-0.041958042,-0.027027027,0.08490566,0.022222222,-0.013793103,0.175,0.050359712
2,71,0.009079903,0.008948546,0.0625,0.009467456,0.1,0.004076087,0.003322259,0.010752688,0.014869888,0.00744879,0,-0.029850746,-0.068627451,0,0.116221766,0.035029191,0.087386878,0.051863857,0.03125,0.072625698,0.5,-0.036363636,-0.053763441,-0.053892216,-0.050359712,0.121212121,-0.023622047,-0.019169329,-0.086956522,0.017857143,-0.014285714,0.155555556,0.05
2,72,0.01002004,0.010088272,0.166666667,0.010738255,0.120689655,0.004702194,0.003712871,0.012461059,0.016393443,0.009638554,0,-0.015384615,-0.074468085,0,0.177318296,0.016367888,0.094072376,0.065055762,0.038461538,0.078313253,0.428571429,-0.036363636,-0.055555556,-0.058064516,-0.053435115,0.114285714,-0.272727273,-0.057692308,0.026143791,0.027833002,-0.013422819,0.225806452,0.051470588
2,73,0.009848982,0.00996264,0.111111111,0.011695906,0.112903226,0.004934211,0.008567931,0.012048193,0.016460905,0.008791209,0,-0.014925373,-0.07,-0.094339623,0.154814004,0.036971831,0.089396628,0.050393701,0,0.083333333,0.222222222,-0.037037037,-0.031578947,-0.054216867,-0.06122449,0.111111111,-0.032786885,-0.01171875,0,0.02143951,-0.018575851,0.384615385,0.046357616
2,74,0.009778357,0.00973236,0.090909091,0.015544041,0.105263158,-0.00152207,0.003623188,0.011527378,0.015444015,0.00845666,0,-0.016129032,-0.058823529,0,0.139753086,0.035029191,0.100027785,0.055652174,0.032258065,0.079754601,1,-0.036363636,-0.055555556,-0.055214724,-0.051470588,0.114285714,-0.041666667,-0.03030303,0.054054054,0.022653722,-0.01509434,0.194444444,0.049295775
2,75,0.010608204,0.01061008,0.333333333,0,0.102941176,0.004385965,0.003636364,0.012345679,0.018779343,0.009950249,0,-0.014492754,-0.05982906,0,0.184244792,0.038391225,0.110896269,0.060836502,0.035714286,0.084415584,0,-0.035714286,-0.056179775,-0.059210526,-0.050359712,0.108108108,-0.035714286,-0.025974026,0.06779661,0.020771513,-0.014084507,0.5,0.053030303
2,76,0.009810334,0.009840098,0.105263158,0.009580838,0.097222222,0.004189944,0.003480278,0.011976048,0.015686275,0.019313305,0,-0.014084507,-0.058333333,0,0.133176471,0.040737148,0.081489676,0.056239016,0.034482759,0.078787879,0.222222222,-0.035714286,-0.056179775,-0.054545455,-0.053435115,0.111111111,-0.033149171,-0.026666667,0.078431373,0.012228261,-0.014285714,0.388888889,0.050359712
2,77,0.009025271,0.00877193,0.166666667,0.009324009,0.092105263,0.004081633,0.003239741,0.010869565,0.01320132,0.007054674,-0.045454545,-0.013513514,-0.059322034,0,0.109902913,0.03565365,0.076885246,0.049079755,0.03125,0.054347826,0.25,-0.037735849,-0.035294118,-0.064516129,-0.054263566,0.151515152,-0.035714286,-0.027027027,0.015151515,0.023333333,-0.01459854,0.12962963,0.078740157
2,78,0.00995355,0.010025063,0.1,0.01029601,0.118644068,0.00927357,0.003663004,0.012048193,0.028455285,0.008658009,0,-0.015873016,-0.072916667,0,0.133996212,0.036300778,0.094865607,0.055846422,0.032258065,0.078313253,0.071428571,-0.020408163,-0.034090909,-0.057324841,-0.052631579,0.135135135,-0.025751073,-0.021126761,-0.111111111,0.018741633,-0.015209125,0.285714286,0.048951049
2,79,0.008306709,0.007202881,0,0.010899183,0.114754098,0.004622496,0.008464329,0.011869436,0.015503876,0.008281573,0,-0.055555556,-0.040983607,0,0.147780679,0.046214789,0.047919656,0.058500914,0.029411765,0.057803468,0.571428571,-0.034482759,-0.051546392,-0.056497175,-0.040816327,0.138888889,-0.050420168,-0.031088083,0.041237113,0.026515152,-0.014285714,0.258064516,0.051094891
2,80,0.010855683,0.010676157,0.083333333,0.012594458,0.109375,0.00297619,0,0.023121387,0.016460905,-0.007751938,0,-0.042857143,-0.046728972,-0.046511628,0.200530504,0.040737148,0.083940656,0.058721934,0.03030303,0.077844311,0.5,-0.018867925,-0.053191489,-0.06626506,-0.050359712,0.114285714,-0.034482759,-0.026200873,0.105263158,0.035087719,-0.014285714,0.307692308,0.032679739
5,161,0.004860267,0.003386005,0.03125,0.017084282,0.013333333,0.054973822,0.003215434,0.005602241,0.010033445,0.062056738,0.041666667,0.063492063,0.010638298,0.114285714,-0.028507795,-0.04194966,0.042284999,0.033923304,-0.035714286,0.01744186,-0.125,-0.018518519,-0.010752688,-0.012195122,-0.006993007,0,0.102564103,0.080808081,-0.16,0.033548387,-0.027681661,0.029411765,0.02173913
5,162,0.009759271,0.00729927,0.15,0.028325123,-0.044117647,0.056300268,0.006629834,0.012012012,0.01171875,0.071574642,0.105263158,-0.012987013,0,0.051282051,0.018897638,-0.030244839,0.030018365,0.039723661,-0.033333333,0.017857143,0,-0.018181818,0,-0.006329114,0,0,0.02690583,0.02189781,-0.133333333,0.034759358,-0.029411765,0.074074074,0.021276596
5,163,0.008592201,0.00871731,0.047619048,0.017195767,2.40862E-15,0.065318818,0.00969697,0.011695906,0.010948905,0.068093385,0.090909091,0.029850746,0.010416667,0,0.019512195,-0.026980728,0.025653417,0.04159132,-0.034482759,0.043209877,0.5,0,-0.01,-0.010752688,-0.006711409,0,0.040816327,0.029268293,0.02173913,0.051324503,-0.028368794,0.1,0
5,164,0.009078212,0.009234828,0.052631579,0.017520216,0.018867925,0.071794872,0.008053691,0.012539185,0.014150943,0.096418733,0.142857143,0.013333333,0.008196721,0,0.016408387,-0.032898172,0.075902877,0.048117155,0,0.018181818,0.666666667,0,-0.01010101,-0.011363636,-0.006578947,0,0.044117647,0.033898305,-0.019230769,0.046678636,-0.025806452,0.03030303,0.022556391
5,165,0.008807588,0.008917197,0.037037037,0.017379679,2.45015E-15,0.070351759,0.007662835,0.012307692,0.025316456,0.081775701,0.133333333,0,0.019047619,0,0.014652015,-0.027728873,0.038783842,0.047531993,-0.03030303,0.01863354,-0.1,0,-0.010526316,-0.012048193,-0.007246377,-0.023255814,0.034285714,0.027149321,-0.036363636,0.04467354,-0.033613445,0.071428571,0.020408163
5,166,0.008452536,0.008454106,0.043478261,0.016752577,0.016129032,0.06431853,0.007211538,0.011661808,0.012195122,0.071574642,0.105263158,0.01369863,0.017699115,0,0.014206788,-0.030552861,0.036945744,0.038785835,-0.04,0.04516129,-0.125,0,-0.011111111,-0.006289308,-0.007462687,0,0.031088083,0.024691358,-0.055555556,0.040185471,-0.030075188,0,0.064
5,167,0.008707301,0.008567931,0.034482759,0.0171278,2.40862E-15,0.070987654,0.00486618,0.005952381,0.011764706,0.074946467,0.111111111,0.048387097,0.023529412,0,0.016566958,-0.025819672,0.027976323,0.040069686,-0.033333333,0.017964072,-0.1,0,-0.011235955,-0.006410256,-0.007352941,0,0.032786885,0.026548673,-0.043478261,0.043117745,-0.026490066,0.060606061,0.020979021
5,168,0.008238276,0.008254717,-0.041666667,0.028465347,0.014925373,0.060344828,0.007083825,0.011869436,0.011320755,0.068897638,0.105263158,0.01369863,0.016666667,0,0.018789144,0,0.027471682,0.0368,-0.038461538,0.018181818,-0.111111111,0,-0.010752688,-0.011904762,-0.007142857,0,0.103225806,0.065420561,-0.064935065,0.038632987,-0.028469751,0.066666667,0.053571429
5,169,0.010547132,0.008567931,0.055555556,0.016795866,0.089285714,0.065420561,0.007481297,0.012539185,0.020242915,0.075593952,0.133333333,0.013333333,0.01754386,0,0.018108652,-0.030867222,0.032371411,0.037828947,-0.033333333,0.019354839,-0.1,0,-0.011111111,-0.012195122,-0.007407407,0,0.028571429,0.022813688,0.045454545,0.040816327,-0.025157233,0.0625,0.025210084
5,170,0.008678238,0.008674102,0.032258065,0.017150396,0.015873016,0.063253012,0.007518797,0.012158055,0.029535865,0.079726651,0.125,0.013888889,0.016806723,0.026315789,0.0192,-0.029356943,0.038574812,0.0395189,-0.034482759,0.017857143,-0.090909091,0,-0.010416667,-0.01183432,-0.014184397,0,0.032967033,0.024291498,-0.04,0.04290429,-0.02962963,0,0.025641026
5,171,0.008519004,0.008515815,0.041666667,0.017449664,-0.016666667,0.066455696,0.007290401,0.012578616,0.012096774,0.088383838,0.153846154,-0.025641026,-0.022727273,0,0.016941176,-0.033262936,0.032424048,0.036395147,-0.041666667,0.019230769,0,0,-0.01010101,-0.011494253,-0.006802721,0,0.046875,0.032967033,-0.015873016,0.045454545,-0.02919708,0.076923077,0.020833333
5,172,0.00848564,0.008443908,0.045454545,0.019583843,0.014492754,0.059405941,0.006779661,0.011869436,0.011152416,0.062836625,0,0.014492754,0.019047619,0,0.015371477,-0.027474924,0.033105993,0.038851351,-0.026315789,0.017964072,-0.111111111,0,-0.010752688,-0.012195122,-0.00729927,0,0.023715415,0.019672131,0.052631579,0.03307888,-0.029520295,0.095238095,0.018987342
5,173,0.008109794,0.008009153,0.041666667,0.016927083,0.056338028,0.074013158,0.007255139,0.011173184,0.010416667,0.071574642,0.117647059,0.032258065,0.023255814,0,0.016378526,-0.055471698,0.017935732,0.036741214,-0.04,0.01734104,0.333333333,0,-0.010869565,-0.005780347,-0.007462687,0,0.056701031,0.024896266,-0.055555556,0.032786885,-0.028846154,0,0.023255814
5,174,0.006863418,0.006596306,0.125,0.018232819,0.1,0.074074074,0.007926024,0.013245033,0.012396694,0.111702128,0.133333333,0.01369863,0.017857143,0.088235294,0.0909699,-0.030244839,0.047218037,0.046678636,-0.028571429,0.018181818,-0.0625,0,-0.010752688,-0.01242236,-0.007194245,0,0.028985507,0.022900763,-0.071428571,0.039453718,-0.029411765,0,0.019736842
5,175,0.008207071,0.008168028,0.04,0.01536643,0.01369863,0.057377049,0.006872852,0.011661808,0.011811024,0.069724771,0.090909091,0.015151515,0.02020202,0,0.018227848,-0.026740238,0.030249011,0.040925267,-0.032258065,0.01744186,-0.142857143,0,-0.01010101,-0.011428571,-0.006802721,0,0.036144578,0.02690583,-0.030769231,0.048327138,-0.026845638,0.074074074,0.024590164
5,176,0.00843061,0.008547009,0.148148148,0.015738499,-0.014925373,0.059490085,0.006952491,0.01179941,0.01119403,0.072016461,0.105263158,0.014705882,0.018867925,0,0.02005571,-0.027728873,0.036405144,0.03814262,0,0.017964072,1.5,0,-0.010204082,-0.012269939,-0.006896552,0,0.034682081,0.026315789,-0.033333333,0.043551089,-0.027586207,0.08,0.022058824
5,177,0.008397933,0.008588957,0.038461538,0.01543943,-0.029411765,0.057931034,0.007067138,0.011695906,0.012295082,0.061728395,0,0.01369863,0.016806723,0,0.015873016,-0.027474924,0.026987075,0.035658915,-0.033333333,0.017857143,-0.076923077,0,-0.010752688,-0.012578616,-0.00729927,0,0.038216561,0.027906977,-0.06097561,0.041533546,-0.028776978,0.074074074,0.02238806
5,178,0.008713137,0.008894536,0.047619048,0.016688062,0.016949153,0.063063063,0.007272727,0.012084592,0.017621145,0.082105263,0.111111111,0.016129032,0.024390244,0,0.017681729,-0.024551832,0.034695129,0.042671614,-0.029411765,0.038216561,-0.071428571,0,-0.010526316,-0.0125,-0.007246377,-0.024390244,0,0.082191781,-0.011976048,0.068181818,-0.030487805,-0.027027027,0.020547945
5,179,0.005464481,0.003325942,0.03030303,0.012687428,0.013157895,0.063186813,0.006550218,0.010958904,0.010380623,0.059726962,0.111111111,0.013888889,0.01754386,-0.111111111,0.013114754,-0.028519692,0.028341939,0.034690799,-0.035714286,0.019480519,-0.111111111,0,-0.010638298,-0.012121212,-0.007042254,0,0.034883721,0.044642857,-0.035087719,0.034255599,-0.026229508,0.083333333,0.02173913
5,180,0.008054523,0.007972665,0.04,0.015204678,0.01369863,0.06025825,0.010067114,0.011204482,0.010909091,0.065055762,0.105263158,0.014705882,0.018691589,-0.025,0.014371257,-0.027987561,0.028943412,0.037398374,-0.041666667,0.018404908,-0.090909091,0,-0.010526316,-0.011560694,-0.006849315,0,0.050847458,0.034682081,-0.018348624,0.036312849,-0.031746032,0.052631579,0.022727273
5,181,0.008789723,0.008928571,-0.074074074,0.018335684,0.016949153,0.070707071,0.00498132,0.003067485,0.013513514,0.077951002,0.117647059,-0.013157895,0.016,0,0.015364917,-0.029356943,0.035071019,0.04518664,-0.037037037,0.018181818,-0.166666667,0,-0.010869565,0.00617284,-0.007462687,0,0.105263158,0.125,-0.056338028,0.049335863,-0.031914894,-0.042553191,0.025423729
5,182,0.008425146,0.00862069,0.041666667,0.016709512,0.016666667,0.063926941,0.007211538,0.006006006,0.024291498,0.074946467,0.125,0.014925373,0.019607843,0,0.018604651,-0.026740238,0.036595687,0.039930556,-0.032258065,0.017857143,-0.083333333,0,-0.010752688,-0.011695906,-0.007246377,0,0.045454545,0.018461538,0.035087719,0.03190184,-0.028571429,0.066666667,0.021428571
5,183,0.008201893,0.008064516,0.043478261,0.015970516,0.014705882,0.0625,0.006880734,0.011594203,0.010204082,0.070850202,0.05,0.014285714,0.017857143,-0.05,0.017433414,-0.02475442,0.029430469,0.038720539,-0.034482759,0.018867925,-0.1,0,-0.011235955,-0.012048193,-0.007352941,0,0.036809816,0.024390244,0.048387097,0.036262204,-0.030188679,0.071428571,0.02173913
5,184,0.006234414,0.005727377,0.088235294,0.008464329,-0.014084507,0.063953488,0.006644518,0.011142061,0.010948905,0.060763889,0.047619048,-0.037974684,0.016,-0.047619048,0.015557476,-0.031515758,0.029663147,0.037216828,-0.03125,0.016483516,-0.125,0,-0.010638298,-0.005813953,-0.007142857,0,0.030612245,0.022641509,-0.068965517,0.037790698,-0.029520295,0.058823529,0.024193548
5,185,0.008480104,0.008567931,0.055555556,0.017195767,0.016393443,0.06501548,0.007308161,0.011940299,0.013333333,0.074309979,0.105263158,0.014705882,0.018867925,0,0.022570533,-0.027474924,0.031615758,0.038800705,-0.051282051,0.01734104,-0.111111111,0,-0.010869565,-0.012658228,-0.007407407,-0.027777778,0.037037037,-0.014705882,-0.025,0.046263345,-0.03257329,0.222222222,0.019354839
5,186,0.008695652,0.010088272,0.047619048,0.019287834,0.020408163,0.074074074,0.007343941,0.012738854,0.013392857,0.079569892,0.055555556,0.015151515,0.02,0,0.017690418,-0.025819672,0.036165433,0.04159132,-0.034482759,0.030487805,0,0,-0.010752688,-0.012987013,-0.007194245,-0.026315789,0.024193548,0.021505376,0.117647059,0.040816327,-0.032786885,0.064516129,0.019736842
5,187,0.011871508,0.01310616,0.235294118,0.017241379,2.63164E-15,0.06501548,0.007334963,0.012987013,0.014150943,0.091623037,0.133333333,0.087719298,0.025316456,0,0.019098143,-0.023402675,0.042042421,0.045544554,-0.027027027,0.01910828,-0.05,0,-0.010309278,-0.012121212,-0.006993007,0,0.038216561,0.028571429,-0.026666667,0.044596913,-0.031128405,0.074074074,0.02173913
5,188,0.008344031,0.008393285,0.038461538,0.029150824,0.016949153,0.064714946,0.007185629,0.011363636,0.011904762,0.073375262,0.117647059,0.014285714,0.018691589,0,0.017183771,-0.030867222,0.032410186,0.038720539,-0.03125,0.017142857,-0.090909091,0,-0.011494253,-0.013422819,-0.007692308,0,0.032608696,0.025531915,-0.036363636,0.025936599,-0.030434783,0.058823529,0.019480519
